Identifiant,Adresse,Artiste,Atout,Catégorie,Code_Postal,Domaine_thématique,Département,Date_de_saisie,Histoire,Intérêt,Lieu,Nom_officiel,Nom_usage,Personnage_phare,Protection_bâtiment,Protection_espace,Région,Téléphone,Thèmes,URL,Ville,geolocalisation,coord_x,coord_y,merc_x,merc_y
M0016,"1, place Hans Jean Arp","Gustave Doré, Gustav Klimt, Jean Arp, Sophie Taueber-Arp, Marcelle Kahn, Victor Brauner, Christian Boltanski, Guiseppe Penone, Sarksi, Georg Baselitz","Importance de la présence de Arp et Sophie Taueber ; ensemble significatif autour de l'oeuvre de Gustave Doré ; fonds important de photographies anciennes ; ensemble remarquable d'oeuvres d'artistes contemporains allemands (BAaselitz, Penck, Immendorf, Lüpertz) uniques en France.",,67000,Arts décoratifs;Art moderne et contemporain;Photographie,Bas-Rhin,2019-01-21,"Envisagé dès le milieu des années 1960, le musée d’Art moderne et contemporain de Strasbourg ne devint une entité indépendante du palais Rohan qu’à partir de 1973, date à laquelle ses collections furent installées à l’Ancienne Douane. Le fonds initial constitué au gré de divers legs et donations, prit une orientation fortement engagée en direction de la modernité grâce à la générosité de la famille Arp, qui, entre 1920 et 1973, fit don d’une trentaine de pièces historiques de Hans Jean Arp et de Sophie Taeuber-Arp. Dès lors s’est affirmée une politique cohérente d’achats d’art moderne, devenant une priorité dans la perspective de la construction, décidée par la Ville en 1987, d’un Musée d’Art moderne et contemporain à Strasbourg. Inauguré en 1998, le Musée d’Art moderne et contemporain de Strasbourg (MAMCS) vint compléter le réseau des musées de la ville, offrant un développement contemporain au paysage muséal strasbourgeois. La collection (environ 18 000 œuvres), régulièrement enrichie par des acquisitions, couvre une période allant de 1870 à nos jours et investit un champ géographique clairement tourné vers l’Europe. Le fonds moderne part des artistes Impressionnistes pour aller jusqu’aux pionniers de l’abstraction, sans oublier ceux des arts décoratifs. La collection contemporaine, quant à elle, met en lumière l’art des années 1960 (Fluxus, Arte Povera, Supports-Surfaces, etc.) et présente un ensemble de peintures allemandes unique en France.",,,musée d'art moderne et contemporain de Strasbourg,Musée d'Art Moderne et Contemporain,"Hans-Jean Arp et Sophie Taeuber. Gustave Doré, Max Klinger, Frantisek Kupka (dépôts MNAM), François-Rupert Carabin, Immendorf…",,,Grand Est,03 86 98 51 55,"Art moderne et contemporain;Arts décoratifs : Mobilier, Objets d'art;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture, Photographie",http://www.musees-strasbourg.eu,Strasbourg,"48.579654,7.736231",48.579654,7.736231,861193.2955791376,6203836.128887397
M0391,,,"La ""sculpture"" en grès néolithique. Grande pierre alvéolaire gallo-romaine. Collection d'outillage préhistorique. Un terrier maulois de 1713. Collection de cannes et bonnets anciens. Collection d'outils anciens.",Musée de site,78580,Archéologie;Ethnologie;Histoire,Yvelines,2007-11-02,"Collections personnelles du fondateur Victor Aubert, issues des résultats de recherches archéologiques (1910-1946). Divers dons ont  augmenté depuis les collections.","salle capitulaire avec pilier central et croisées d'ogive ayant appartenus au prieuré, fondé par les moines bénédictins en 1076. La salle capitulaire date du XIIIe. Charpente sur corps de bâtiment du musée : XXe.","24, rue Quincampoix",musée Victor Aubert,,,Inscription à l'Inventaire supplémentaire des Monuments Historiques,Abords d'un monument historique,Ile-de-France,01 30 90 61 49,"Archéologie nationale : Préhistoire, Gallo-romain;Arts décoratifs : Textiles, Autre(s);Arts du spectacle : Autre(s);Ethnologie : Métiers et Outils",http://museeaubertmaule.free.fr/,Maule,"48.908246,1.847178",48.908246,1.847178,205626.91436453752,6259306.976152058
M0642,211 Avenue du Président Kennedy,"Augustin Lesage, Edouard Pignon, Joseph Crépin","Priorité d'acquisition : productions urbaines (symboliques et intellectuelles), ensemble des activités de la région jusque dans leurs aspects les plus contemporains.",,62400,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie,Pas-de-Calais,2019-01-21,"Fondé en 1970 par les Amis du musée de Béthune, le musée était à l'origine de statut associatif. Il a constitué ses collections, au cours des années 1970-1987, grâce à des dons, des successions ou des achats dans les brocantes. Les collections concernent principalement deux aspects : la vie rurale et l'artisanat.",,,musée d'ethnologie régionale,Musée d'ethnologie régionale,,,,Hauts-de-France,03 21 68 40 74,"Architecture et urbanisme;Art moderne et contemporain;Beaux-Arts : Peinture;Photographie, Partitions;Ethnologie : Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives",http://www.ville-bethune.fr/vie_equip_ethno.html,Béthune,"50.53621,2.648177",50.53621,2.648177,294793.71517045883,6539661.078991875
M5077,,"Les peintres Le Brun , David, Gérard, Gros, Jouvenet, La Fosse, Largillière, Nattier, Rigaud, Vernet, Mme Vigée-Lebrun, Winterhalter. Les sculpteurs Bernin, Coysevox, Girardon, Houdon, Pajou, Pigalle.","Appartements royaux avec leur décoration de marbres, de boiseries et une importante collection de peintures, sculptures, meubles (bureau de Louis XV), objets d'art, tapisseries des Gobelins, tapis de la Savonnerie ; Musée de l'Histoire de France du XVIème au XIXème siècle : scènes historiques, vues de châteaux et très nombreux portraits (notamment par Ph. de Champaigne, Van der Meulen, Mignard, Rigaud, Largillière, Nattier, E. Vigée-Lebrun, David, Gros, Gérard, Winterhalter,etc.) ; sculptures (Girardon, Coysevox, Houdon, Pajou, etc.), grands ensembles décoratifs du XIXème siècle (galerie des Batailles, salles des Croisades...) ; collection de dessins et Gravures.",Musée de site,78000,Arts décoratifs;Beaux-arts;Histoire,Yvelines,,"Le Château de Versailles, élevé sous sa forme primitive sous Louis XIII, transformé et agrandi dans d'immenses proportions sous Louis XIV par les architectes Le Vau et Jules Hardouin-Mansart, modifié sous Louis XV par Gabriel, avait en 1682, remplacé Paris comme résidence de la Monarchie française ; abandonné le 6 octobre 1789, dégarni de ses trésors artistiques (les peintures et les statues transportées au Muséum du Louvre, le mobilier vendu à l'encan et dispersé en grande partie à l'étranger), restauré à partir de 1808 sur l'ordre de Napoléon. La destination définitive du château fut fixée par Louis-Philippe, qui en fit en 1837 un Musée consacré ""à toutes les gloires de France"" ; il y dépensa de grosses sommes et ordonna d'y réunir  toutes les oeuvres d'art représentant les faits des personnages célèbres conservés dans les dépôts de la Couronne ou les résidences royales, auxquelles se joignirent d'importantes commandes officielles, notamment  les vastes compositions qui constituèrent  lagalerie des Batailles. Ces collections de valeur inégale et leur distribution ont fait l'objet de remaniements successifs depuis 1895, date à laquelle fut entreprise également la restitution de précieux décors subsistant des anciens appartements, oeuvre poursuivie depuis lors sans relâche et dont les réalisations les plus remarquables, sont la restitution de l'Opéra royal, construit sous Louis XV, sur les plans de Gabriel, qui a retrouvé sa beauté originale, la restitution de la Chambre de la Reine, reconstituée telle qu'elle était le 5 octobre 1789 et la reconstitution de la Chambre du roi.","dès 1623, Louis XIII construit un rendez-vous de chasse en brique, pierre et ardoise. Il s'y plaît tant qu'il le fait reconstruire par Philibert Le Roy. Ce premier château correspond aux bâtiments qui entourent la Cour de Marbre. De 1661 à 1668, le jeune Louis XIV le fait embellir par son architecte Louis Le Vau qui entreprend de 1668  à 1670 la construction de ""L'Enveloppe"". De fait cette enveloppe consiste bien en un second bâtiment de pierre blanche encerclant le premier château et lui servant d'écrin du côté des jardins. Cette construction sera poursuivie par François d'Orbay à la mort de Le Vau en 1670. De 1678 à 1684, la Galerie des Glaces est élevée sur l'ancienne terrasse du Château neuf. Les Ailes du Nord et du Midi ainsi que l'Orangerie, les Ecuries et le Grand Commun sont édifiés sous les ordres de Jules Hardouin-Mansart. La Chapelle sera achevée en 1710 par Robert de Cotte. A la fin du règne de Louis XV, vers 1770, Jacques-Ange Gabriel construit l'Opéra.",Château de Versailles,Domaine National de Versailles - Le château,Domaine national de Versailles et de Trianon,"Louis XIV, l'infante Marie-Thérèse d'Espagne, Louis XV, Marie Leczinska, Madame de Pompadour, Louis XVI et Marie-Antoinette,  Napoléon Ier et Louis Philippe.",Classement au titre des Monuments Historiques,Site Classé,Ile-de-France,01 30 83 78 00,"Architecture et urbanisme;Art religieux;Arts décoratifs : Mobilier;Arts du spectacle : Théâtre et Opéra;Beaux-Arts : Peinture, Sculpture;Autres collections : Numismatique;Histoire : Période historique, Histoire militaire;Musique : Instruments",http://www.chateauversailles.fr,Versailles,"48.804537,2.134053",48.804537,2.134053,237561.69328585788,6241760.257834927
M0852,3 bis rue Jean Jaurès,,"L'archéologie régionale est évoquée depuis la Préhistoire. De l'époque paléolithique, les étranges gravures de la Grotte de la Marche occupent une place à part dans l'art magdalénien. On remarquera aussi la richesse du mobilier provenant des sépultures néolithiques, d'intéressants «dépôts» de l'Age du Bronze, ainsi quelques exemples de céramique protohistorique à décor anthropomorphe. Quelques murs romains conservés sur place rappellent que ce quartier de Limonum ne cessa d'être occupé dans l'Antiquité. Bornes milliaires, inscriptions, épitaphes retrouvées dans le rempart du Bas-Empire nous introduisent dans la cité des Pictons. On y évoque sous le regard protecteur de Minerve,la religion et la vie quotidienne des gallo-romains. Les rites funéraires sont évoqués par la découverte d'Antran et par une collection de verres issus des nécropoles poitevines. De l'Antiquité Tardive et du Haut Moyen Age témoignent des sarcophages sculptés et le rare décor de stuc de Vouneuil-sous-Biard. Une belle série de sculptures rappelle l'extraordinaire rayonnement des ateliers romans en Poitou. Du Moyen Age date aussi un vase-reliquaire en verre découvert dans l'abbaye de Saint-Savin, unique spécimen conservé en Europe. La section Beaux-Arts expose une importante collection de peintures et de sculptures de la fin du XVIIIe au XXe siècle : peintures d'histoire et paysages de la première moitié du XIXe siècle, renouveau artistique de la fin du XIXe en peinture (Boudin, Pissarro, Bonnard, Mondrian) et sculpture avec, en particulier, les oeuvres d'Auguste Rodin et de Camille Claudel. Une section « Poitiers dans l'art et l'histoire « propose un parcours dans l'histoire et les paysages de Poitiers et de sa région, à travers les représentations peintes ou sculptées",,86000,Archéologie;Art moderne et contemporain;Beaux-arts,Vienne,2019-01-21,,,,musée Sainte-Croix,,Camille Claudel,,Dans un site classé,Nouvelle-Aquitaine,05 49 41 07 53,"Antiquités étrangères : Grecques et romaines;Archéologie nationale : Médiéval;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Autres collections : Photographie;Sciences de la nature (Collections en réserve), Botanique, Minéralogie, Ornithologie",http://www.musees-poitiers.org,Poitiers,"46.581142,0.344434",46.581142,0.344434,38342.21749189039,5873971.77702993
M0837,Rue Alsace-Lorraine,"Marie-Guillemine Benoist. Geoffroy, Caruelle d'Aligny, Carolus-Duran, Jules Dupré, Dauzats, Cabié, Gaston balande, Jules Noêl, Chapelain-Midy, Leguelt, Olivier debré, Louttre, Brayer, Henri Hamm, Herviault, Marinot.","Le musée de l'Echevinage, hôtel particulier du XVIIIe siècle, se signale par son beffroi du XVIe siècle. Il abrite les collections beaux-arts et arts décoratifs des XIXe et XXe siècles, autour de l'orientalisme, des peintres des Salons, du paysagisme régional, écoles saintongeaise et bordelaise, séjour de Courbet en Saintonge oblige, des portraits. Une importante série de la production de la Manufacture de Sèvres illustre les arts du feu au XIXe siècle.",,17100,Beaux-arts,Charente-Maritime,2019-01-21,"Le fonds du musée est constitué à l'origine par la collection de tableaux léguée à la ville par le sénateur, comte Lemercier, le musée est inauguré en 1864 à l'hôtel de ville puis transféré dans le bâtiment actuel en1967.",Echevinage du XVIIIème siècle avec son beffroi du XVIème siècle,,musée de l'Echevinage,,,,Aux abords d'un monument historique,Nouvelle-Aquitaine,05 46 93 52 39,"Arts décoratifs : Céramique;Beaux-Arts : Peinture, Sculpture",http://www.ville-saintes.fr,Saintes,"45.745991,-0.633096",45.745991,-0.633096,-70475.92434325833,5739737.117130491
M0731,"4, rue de la Pie",,"Dessins et gravures relatifs à sa vie, on y voit son cabinet de travail, sa bibliothèque contenant les premières éditions de ses oeuvres. En outre, des maquettes de la place du Vieux-Marché telle qu'elle se présentait aux XVIème et XVIIème siècle ainsi que des panneaux montre son évolution.",Musée littéraire,76000,Arts décoratifs,Seine-Maritime,2019-01-21,"La maison du XVIème siècle où est né Pierre Corneille, et où il a vécu, a été transformée en musée et enrichie par la donation Edouard Pelay, bibliophile rouennais. Différents meubles d'époque Louis XIII ont été achetés par la ville de Rouen.",,,musée Pierre Corneille,Maison natale Pierre Corneille,Pierre Corneille,Classement au titre des Monuments Historiques (classé depuis le 13/02/1939),Dans un site patrimonial remarquable,Normandie,02 35 71 63 92,Autres collections : Fonds ancien d imprimés;Histoire : Biographie,http://rnbi.rouen.fr/fr/page-descriptive/la-maison-corneille,Rouen,"49.443051,1.086748",49.443051,1.086748,120976.23398060848,6350374.9971914925
M0621,,"Alessandro Magnasco, Pourbus, Van Dyck, Steen, Abraham Janssens, Hyacinthe Rigaud, Bourdon, Largillière, Le Sueur, Snyders, Charles de la Fosse, Hubert Robert, Corot, Boudin, Alechinsky, Andy Wharhol, Viallat, Antoine-Louis Barye","Important ensemble de peinture flamande, hollandaise, française et italienne des XVIIe et XVIIIe siècles ; Fonds de plus de 20 000 pièces d'histoire naturelle, minéraux, animaux naturalisés, et de près de 4 000 objets venus de tous les continents ; Expositions temporaires consacrées à l'art des années 1950-1980 autour des collections du musée d'Art contemporain, à la thématique Art et Société et à l'histoire de Dunkerque",,59140,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Civilisations extra-européennes;Ethnologie;Histoire;Sciences de la nature;Technique et industrie,Nord,2019-01-21,"Imaginé en 1829, le musée des Beaux-Arts n'est inauguré qu'en 1841, dans l'ancien palais de justice de la ville. Des collections d'histoire naturelle y côtoient rapidement des maquettes de bateaux et des objets extra-européens rapportés par les capitaines au long cours à la demande de leur maire. Les dépôts successifs de l'Etat et les saisies révolutionnaires d'oeuvres, pour la plupart du 17e siècle, provenant de l'abbaye Saint-Winoc de Bergues, contribuèrent largement à l'enrichissement des collections vers l'Europe septentrionale et les écoles du Nord. Bombardé en mai-juin 1940, le musée fut reconstruit et inauguré en 1973 selon les modèles architecturaux de cette époque. Le musée est fermé depuis le 1er avril 2015",,,musée des Beaux-Arts,musée des Beaux-Arts,Jean Bart (1650 - 1702),,,Hauts-de-France,03 28 29 56 00,"Antiquités étrangères (en réserve);Archéologie nationale (en réserve);Architecture et urbanisme (en réserve);Arts décoratifs : Céramique, Orfèvrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Asiatiques, Océaniennes;Collections militaires : Armes, Artillerie;Archives papier, Photographie, Numismatique;Ethnologie (en réserve);Musique (en réserve);Sciences de la nature : Entomologie, Géologie, Minéralogie, Ornithologie, Paléontologie",http://www.ville-dunkerque.fr/fr/je-vis-adunkerque/les-musees/musee-des-beaux-arts/presentation-du-musee-des-beaux-arts/index.html,Dunkerque,"51.037327,2.375518",51.037327,2.375518,264441.4541302557,6627899.09472795
M1066,10 boulevard du Général de Gaulle,,"Intérieur bourgeois avec son mobilier, ses costumes et ses objets d’époque. Au premier étage : un salon, une salle à manger, une chambre à coucher et une salle de bains recréent un intérieur bourgeois de la fin du XIXe siècle avec des meubles et des objets usuels caractéristiques de cette époque. Tableaux et gravures retraçant les grands épisodes historiques de l’île du XVIIe au XIXe siècles",,97200,Ethnologie;Histoire,Martinique,2019-01-21,"L’assemblée plénière du Conseil régional de Martinique, crée le 11 juin 1985, le Musée Régional d’Histoire et d’Ethnographie. Le Bureau du Patrimoine, mis en place en 1986, en est la préfiguration et permet de : constituer les collections du musée, ; - sensibiliser les Martiniquais au patrimoine historique et ethnographique par le biais d’expositions, ; - assister scientifiquement les propriétaires de musée ou ayant ce projet, ; - être un lieu d’information et de documentation pour les chercheurs. Le musée a ouvert en 1999","Maison datant de 1887, présentant des éléments décoratifs de l’architecture traditionnelle (dentelle de bois, impostes...). L'une des rares maisons bourgeoises, ancienne résidence du Directeur de l'artillerie, subsistant au centre ville",,musée d'histoire et d'ethnographie,,,,,DROM,05 96 72 81 87,"Arts décoratifs : Mobilier, Verrerie;Ethnologie : Costume, Métiers et Outils;Histoire : Période historique",http://www.cr-martinique.fr/francais/institution/serv-region/musees/indexmusees.html,Fort-de-France,"14.606106,-61.065619",14.606106,-61.065619,-6797793.612056051,1643846.6698645002
M0839,La Chapelle,,"En visitant le musée des Tumulus de Bougon, vous découvrirez un site archéologique, un musée et un parcours. La nécropole de Bougon est composée de cinq tumulus dont les datations du Ve millénaire sont les plus anciennes de la façade atlantique. Ces monuments mégalithiques sont répartis sur deux hectares. Le musée évoque les grandes étapes de la Préhistoire et présente les bâtisseurs de ces monuments impressionnants. Le parcours de découverte familial agrémente le chemin qui mène au site archéologique. Labyrinthe, reconstitutions d'habitats préhistoriques (dont une maison de plus de 40 mètres de long).",Musée de site,79800,Archéologie,Deux-Sèvres,2019-01-21,"Collections concernant la période néolithique. Ces collections proviennent des fouilles préventives, programmées ou de dons de particuliers. Elles concernent essentiellement la préhistoire et plus spécifiquement la période néolithique. Elles sont départementales voire régionales. Le musée est également CCEC","L'architecture intègre une chapelle cistercienne, un logis du XIVe et une grange XVIIIe siècle",,musée des Tumulus,Musée des Tumulus de Bougon,"Objets des monuments mégalithiques des tumulus de BOUGON, de Prissé-la-Charrière et de Puyraveau",,Dans un site inscrit,Nouvelle-Aquitaine,05 49 05 12 13,Archéologie nationale : Protohistoire,http://www.deux-sevres.com/musee-bougon,Bougon,"46.374565,-0.067433",46.374565,-0.067433,-7506.607222662818,5840578.049187728
M1137,7 place Léon Chaloin,"Jean-Baptiste-Camille Corot, Gustave Courbet, Armand Guillaumin, Louis-Hilaire Carrand, François-Auguste Ravier, Etienne Dinet, Alexandre Decamps, Lucien Mainssieux, Maurice Denis, Jacqueline Marval, Emilie Charmy, Georges Bouche, Sonia Lewitska, Auguste Renoir…","Lucien Mainssieux a fréquenté et pu travailler avec Matisse, Marquet, Rouault, Picasso, Flandrin... et les collections sont l'écho de cette familiarité avec les artistes. Le musée expose à la fois l'oeuvre propre d'un peintre (dessins, carnets de croquis, peintures - avec une prédilection pour les paysages) et les témoignages de sa vie en Afrique du Nord, mais aussi les oeuvres de ses contacts privilégiés, entre la fin du XIXe siècle et la première moitié du XXe siècle : au nombre de ceux-ci figurent Corot, Daumier, Puvis de Chavannes, Degas, Fantin-Latour... ainsi que de nombreux peintres des écoles lyonnaise et dauphinoise",,38500,Beaux-arts,Isère,2019-01-21,"Le musée Mainssieux, créé en 1989, présente le fonds d'atelier du peintre Lucien Mainssieux ainsi que la collection d'oeuvres qu'il a constituée tout au long de sa vie, regroupant principalement des toiles du XIXe et du XXe siècle. Le musée conserve plus de 1000 peintures, 6000 dessins, des ouvrages illustrés, des objets personnels et l'intégralité des archives et documents personnels du peintre",,,musée Mainssieux,Musée Mainssieux,"Courbet, Corot,Renoir, M. Denis, Fantin-Latour",,,Auvergne-Rhône-Alpes,04 76 65 67 17,Beaux-Arts : Peinture,http://www.paysvoironnais.info,Voiron,"45.356047,5.579652",45.356047,5.579652,621124.0194436704,5677749.047753307
M0649,,": Alexandre Nozal, Harry Van der Weyden, Catherine Alice Hawdon, Louis Montaigu","Grande variété des collections soulignant la richesse historique et artistique de la ville. Les collections d’art sacré illustrent l’immense ferveur populaire qui sublime les nombreuses églises de la ville. Petit mobilier, sceaux, monnaies exhumés des fouilles archéologiques témoignent de la vie quotidienne des Montreuillois à travers l’Histoire. Peintures et estampes des XIXe et XXe siècles évoquent l’« école de Montreuil », source d’inspiration pour de nombreux artistes dont le rayonnement a parfois dépassé le strict cadre local à l’image du peintre anglais Harry Collison, du mariniste Lavezarri ou de Louis Montaigu, continuateur de la tradition de Tattegrain et Roussel. Importante série d’aquarelles d’Alexandre Nozal, héritier direct des peintres de Barbizon dont l’oeuvre empreinte à la fois à l’impressionnisme et au fauvisme, n’en est que le parachèvement.",,62170,Archéologie;Beaux-arts,Pas-de-Calais,2009-04-08,"Dans les années 1930, un groupe d'érudits parmi lesquels se trouvait Roger Rodière fonde un musée dans la citadelle pour collecter les témoignages de l'histoire de Montreuil-sur-Mer. Fermé lors de la seconde Guerre Mondiale, il est finalement réouvert dans la chapelle de l'ancien orphelinat. Composé essentiellement des glorieux restes des églises de Montreuil détruites à la Révolution Française, il s'enrichit progressivement de dons et d'achats",Le musée est installé dans la chapelle de l'ancien hopice des orphelins du XVIIIe,Hôtel Saint-Walloy,musée d'Art et d'histoire - Roger Rodière,Musée Roger Rodière,"Roger Rodière, archéologue montreuillois mort en 1944",,Abords d'un monument historique ; Secteur sauvegardé,Hauts-de-France,03 21 86 90 83,"Archéologie nationale : Gallo-romain, Médiéval;Architecture et urbanisme;Art religieux;Arts décoratifs : Orfèvrerie;Beaux-Arts : Peinture, Sculpture;Manuscrits, incunables, Numismatique;Histoire : Histoire locale et régionale",http://www.2p2m.org,Montreuil-sur-Mer,"50.462947,1.763832",50.462947,1.763832,196348.8800848813,6526839.496671847
M0022,"1-3, rue du Musée",,"Une petite section archéologique présente stèles romaines et objets de la vie quotidienne. Le Moyen Age est illustré par des sculptures et divers éléments d'architecture. Le passé militaire est présent également : plans des 'lignes de défense de la Lauter', uniformes du Second Empire, collections d'armes blanches et d'armes à feu, souvenirs du 87e Régiment d'infanterie. La vie quotidienne, l'imagerie populaire (Wentzel) font l'objet d'une section avec un ensemble de mobilier et de costumes en usage dans la région du XVIIIe au début du XIXe siècle",Musée de site,67160,Archéologie;Ethnologie;Histoire,Bas-Rhin,2006-02-15,"Crée et inauguré en 1913, le musée possède des collections données et léguées par les fondateurs, enrichies au fil des années par des dons individuels et par des achats, telle la collection de lithographies wissembourgoises Wentzel et succ. en 1991 comportant 600 pièces","Le musée est installé dans une grande maison bourgeoise du XVIe siècle à colombages, sans doute ancien siège d'une exploitation viticole en 1599. La façade principale sur rue est rehaussée d'un oriel rectangulaire, d'une grande lucarne et ornée de décors sculptés Renaissance à thème viticole. La façade sur cour comporte une galerie et un puits",,musée Westercamp,,,Inscription à l'Inventaire supplémentaire des MH (le 25 avril 1935),Parc naturel régional,Grand Est,03 88 54 28 14,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Art religieux (Art chrétien, objets judaïques de la vie quotidienne);Arts décoratifs : Mobilier;Beaux-Arts : Peinture;Civilisations extra-européennes : Africaines, Asiatiques;Collections militaires : Uniformes, Armures;Photographie, Numismatique;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale, Histoire militaire;Musique : Instruments;Sciences et techniques (Imagerie populaire)",http://www.parc-vosges-nord.fr,Wissembourg,"49.038815,7.944344",49.038815,7.944344,884360.3287665981,6281450.055562059
M0807,7 rue de l'Evêché,Joseph-Félix Bouchor (1856-1937),"Evocation de la vie quotidienne gallo-romaine (objets métalliques, céramiques, stèles funéraires...) ; Très rare jeu d'échecs du XIIe siècle ; Eléments lapidaires de la cathédrale ; Coffres de la fin du XIIe au XVIIe siècles provenant du trésor de la cathédrale ; Riche collection de peintures orientalistes de Joseph-Felix Bouchor",,60400,Archéologie;Beaux-arts;Histoire,Oise,2019-01-21,"Le musée est créé à la suite du don des héritiers d'Hélène Porgès en 1932. Le don Bouchor (plus de 300 oeuvres du peintre Joseph-Félix Bouchor en 1938) et les objets provenant des fouilles archéologiques apportent une contribution décisive au fonds des collections. Le musée a été réaménagé en 1996, et connait un nouvel aménagement au rez de chaussée en 2019.",,Ancien palais épiscopal,musée du Noyonnais,,Saint-Eloi ; Joseph-Félix Bouchor ; Emile Pinchon,"Classement au titre des Monuments Historiques (Entièrement classé : vieille tour du XIIe siècle, corps de logis du XVIe aile du XVIIe siècle)",,Hauts-de-France,03 44 03 43 41,"Archéologie nationale : Gallo-romain, Médiéval;Architecture et urbanisme;Arts décoratifs : Mobilier;Beaux-Arts : Peinture;Ethnologie : Métiers et Outils;Histoire : Histoire locale et régionale",http:///www.ville-noyon.fr/Le-musee-du-Noyonnais.html,Noyon,"49.581852,2.999742",49.581852,2.999742,333929.75195119606,6374172.441418868
M0149,"6, rue du Château",,"Cette donation au département de la Nièvre est la première initiative en France sur ce thème. Elle rassemble des objets offerts au Président par les représentants de la plupart des pays du monde : cadeaux précieux, tapis d'Orient, mobiliers, peintures. Souvent luxueux, les cadeaux d’apparat offerts par les chefs d’états étrangers sont en général des produits d’artisanat d’art de haut niveau ; ils proviennent de manufactures de réputation mondiale",,58120,Archéologie;Arts décoratifs;Beaux-arts;Civilisations extra-européennes;Ethnologie;Histoire,Nièvre,2008-01-23,"Ouvert en 1986, le musée présente les cadeaux reçus par le président François Mitterrand au cours de ses deux septennats",ancien couvent Sainte-Claire construit au XVIIIe siècle,,musée du Septennat,,,,Parc naturel régional,Bourgogne-Franche-Comté,03 86 85 19 23,"Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Islamiques, Océaniennes;Ethnologie : Mobilier;Histoire : Musée thématique",http://www.cg58.fr/services-ouverts-au-public/musees-de-la-nievre/musee-du-septennatchateau-chinon.html,Château-Chinon,"47.06721,3.934311",47.06721,3.934311,437965.4971423749,5953051.363361964
M0192,"4, rue Carnot","René Binet (dessins), Emile Peynot (sculpteur), Paul Sédille (architecte), Bertold Nahn. Charles-Théodore Balke, Louise-Renée Lacroix (paysagistes), Robert Petit et Berthold-Mahn (illustrateurs)","Plans anciens de la ville, un grand dessin sur parchemin du projet de façade de Notre-Dame de Villeneuve de Jehan Chéreau (1575)",,89500,Beaux-arts,Yonne,2019-01-21,"Au terme de travaux d’extension, le Musée-Galerie Carnot consacre un parcours à l’évocation des artistes qui, depuis le XIXe siècle, ont été attirés et séduits par Villeneuve-sur-Yonne, en particulier le groupe des Nabis (Vuillard, Bonnard, Toulouse-Lautrec…). La pittoresque galerie de l’étage, dominant les fossés de la ville, fait la part belle au sculpteur Emile Peynot ainsi qu’aux peintres et dessinateurs qui ont mis en valeur les paysages de l’Yonne : Picabia, Balké, Berthold Mahn, de Gallard… Les salles contemporaines accueillent toutes les 8 semaines les oeuvres d'un artiste contemporain. Dans la cadre historique du premier étage de la Porte de Joigny, le Musée-Galerie Carnot présente l’image des fortifications et des monuments de la cité royale. On retiendra aussi l’exceptionnel bas-relief médiéval des « Amants de Villeneuve », le projet de façade de Notre-Dame de Villeneuve dessiné en 1575 et, pour la première fois, le panneau peint XVIe s. des « OEuvres de Miséricorde ». La salle des Chevaliers, au second étage de la Porte, rassemble une collection de plus de 30 mannequins qui retraçant 200 ans d’histoire de la Gendarmerie nationale, de la Révolution à nos jours, ainsi que de nombreux objets.",,Musée-Galerie Carnot,musée Villeneuvien,MUSEE GALERIE CARNOT,"Emile Peynot, Balké, Berthold Mann, Missia Sert",Classement au titre des Monuments Historiques,Aux abords d'un monument historique,Bourgogne-Franche-Comté,03 86 83 02 48,Archéologie nationale;Architecture et urbanisme;Art moderne et contemporain;Beaux-Arts,http://www.villeneuve-yonne.fr/acces-thematique/culture-tourisme/expositions-musees/,Villeneuve-sur-Yonne,"48.080518,3.294126",48.080518,3.294126,366700.4289288831,6120260.629785009
